,id,cue,fitness,par1,par2,par3,par4,par5,par6,par7,par8,par9,default
1,R_none-I_log,R + I,8.381233428,12.14219286,-2.152754845,-2.15562949,40.85359597,-0.38777613,-22.35390384,45.09582452,-13.82837865,22.37559053,TRUE
