"","id","cue","fitness","par1","par2","par3","par4","par5","par6","par7","par8","par9","default"
"1","R_none+I_log","R + I",8.59186569324958,-8.07268436975443,-438.479706646109,86.1868961635549,122.549577531123,-247.380334793506,29.7434101988106,-27.2130755728881,-25.248136587864,-80.7626881247309,FALSE
