,id,cue,fitness,par1,par2,par3,par4,par5,par6,par7,par8,par9,default
1,R_none-I_log,R + I,9.651972166,14.17337675,2.821595867,-10.76004611,37.11197623,-11.83197212,-20.36959464,61.12130247,-15.14867006,22.79947612,TRUE
