"","id","cue","fitness","par1","par2","par3","par4","par5","par6","par7","par8","par9","default"
"1","R_none+I+Ig_log","R + I+Ig",8.55405607231974,0.0742236560907159,10.4639263122254,-16.2095537070423,28.4694484298643,-11.9939483218421,12.6738255195056,37.380823566057,7.61393762028492,5.45689299111898,FALSE
