,id,cue,fitness,par1,par2,par3,par4,par5,par6,par7,par8,par9,default
1,R_none-I+Ig_log,R + I+Ig,8.519404111,5.548779158,7.861778219,-2.383476256,29.93019367,-11.27048455,-0.244359625,42.34930162,-1.773674774,6.9490233,TRUE
