,id,cue,fitness,par1,par2,par3,par4,par5,par6,par7,par8,par9,default,log,beta
1,R_log-I_log,R log & I log,7.19290806,8.750474425,16.87138968,5.281718465,33.34772665,-23.78302476,-25.08353631,90.27577863,-5.119270742,19.27997901,TRUE,log10,3.98
