,id,cue,fitness,par1,par2,par3,par4,par5,par6,par7,par8,par9,default
1,R_none-I_log,R + I,7.162785113,-6.938220465,-436.6595318,86.06401032,128.8662552,-251.3899784,28.43411933,-20.70799366,-24.68419217,-75.51905014,FALSE
