"","id","cue","fitness","par1","par2","par3","par4","par5","par6","par7","par8","par9","default"
"1","R_log+I+Ig_log","R + I+Ig",7.10626907518761,6.20327351984513,13.6128667355228,2.40654231414007,21.2154713910694,-10.6950970472222,-17.8193760634291,60.8892350352037,-2.9981267874848,8.07183400284351,TRUE
