,id,cue,fitness,par1,par2,par3,par4,par5,par6,par7,par8,par9,default
1,R_none-I+Ig_log,R + I+Ig,9.542750288,2.331371709,1.289799956,-2.318060245,21.23888736,-7.593456127,2.611988241,25.94214959,-0.214752157,4.072285863,TRUE
