,id,cue,fitness,par1,par2,par3,par4,par5,par6,par7,par8,par9,default
1,R_log-I+Ig_log,R + I+Ig,10.17536045,-14.08628997,-480.5150533,-1004.932362,52.3321561,-267.26656,-157.1464845,37.31810879,-13.60898274,-48.55607941,FALSE
