,id,cue,fitness,par1,par2,par3,par4,par5,par6,par7,par8,par9,default,log,beta
1,R_log+I_log,R log & I log,8.585986173,10.86547712,6.327107776,4.943260438,22.16289628,-4.719521069,-39.55299588,62.79641338,-10.30861187,15.6037609,TRUE,log10,4.7
