,id,cue,fitness,par1,par2,par3,par4,par5,par6,par7,par8,par9,default,log,beta
1,R_log-I_log,R log & I log,9.674058837,5.481984856,10.8466851,1.229531198,23.66719096,-2.847686741,-16.66797786,42.33664332,-4.423120825,15.91653935,FALSE,log10,5.53
