,id,cue,fitness,par1,par2,par3,par4,par5,par6,par7,par8,par9,default,log,beta
1,R_log-I_log,R log & I log,10.21757116,5.378440453,11.21441283,1.402476515,23.39291601,-3.325519945,-17.65084285,41.0357171,-4.678048157,17.81456439,FALSE,log10,6.08
