"","id","cue","log","beta","fitness","par1","par2","par3","par4","default"
"1","I+Ig_none","I+Ig","none",6.08,8.2819813218117,-0.243615414550895,-0.976093897165054,0.48632282205598,0.487692698159375,TRUE
