"","id","id_b","label","label_b","fitness","par1","par2","par3","par4","par5","par6","par7","par8","par9"
"par1","G_none","I+Ig_none","G","I+Ig",8.66207275362545,-8.23181077918216,134.683327032225,973.095419437467,-4.68630766216876,-30.1640299744805,312.205416027922,-94.1253740843582,-499.18209130808,247.844205682868
