"","id","id_b","label","label_b","fitness","par1","par2","par3","par4","par5","par6","par7","par8","par9"
"par1","G_none","I_log","G","I log",1.88459422283006,9.43791165690464,186.562505462047,-216.392608027648,937.928890996157,226.851050107433,239.708535179737,-986.921337740494,168.453830317551,17.5911694109257
