"","id","id_b","label","label_b","fitness","par1","par2","par3","par4","par5","par6","par7","par8","par9"
"par1","I+Ig_none","I_none","I+Ig","I",8.81783871599155,9.51100346577616,85.2495216335932,978.256200414671,163.062374858902,249.996786354197,-499.942758192922,999.306037616068,-499.993289646045,-109.962727606726
