"","max_fitness"
"1",8.85672368354751
"2",8.8449066980298
"3",8.83367889003807
"4",8.8373661713098
"5",8.85032787890828
"6",8.81332160281304
"7",8.84882503919547
"8",8.85149436027224
"9",8.81502075306464
"10",8.85258819832588
"11",8.85613413226476
"12",8.85015875420851
"13",8.85600673522372
"14",8.83134101989199
"15",8.83073006280887
"16",8.85634737267909
"17",8.847418966465
"18",8.84432992008523
"19",8.85313589487464
"20",8.85640415550873
"21",8.84599490130779
"22",8.84440252058285
"23",8.8558228815189
"24",8.85048026943892
"25",8.85111066845625
"26",8.85435493158549
"27",8.85577723413302
"28",8.84461575222489
"29",8.85276913157565
"30",8.82008552176439
"31",8.83804531579426
"32",8.82700639668174
"33",8.85643203706282
"34",8.76707931287119
"35",8.85672775535961
"36",8.85226542527658
"37",8.81849001872808
"38",8.85675096745064
"39",8.85630006555545
"40",8.83681259723875
"41",8.79608771292183
"42",8.85279568674838
"43",8.85092435024831
"44",8.84305010020047
"45",8.84921436556008
"46",8.85596148550852
"47",8.85325565088826
"48",8.85341643708402
"49",8.85470565440832
"50",8.84387641490963
"51",8.85547920007401
"52",8.84940001136425
"53",8.81352893359612
"54",8.84952793783526
"55",8.8553398557645
"56",8.85674740951468
"57",8.85257858580435
"58",8.85374881656086
"59",8.849910332216
"60",8.85219606026357
"61",8.85664449014587
"62",8.84520536457765
"63",8.83335938599209
"64",8.81424192960438
"65",8.82971441784873
"66",8.85615652665003
"67",8.79486118399971
"68",8.85609414962445
"69",8.85666890216787
"70",8.83223243244065
"71",8.84068680700748
"72",8.8512648969374
"73",8.85257892280925
"74",8.85620173042884
"75",8.84960551653006
"76",8.85435564611624
"77",8.85668416882947
"78",8.85311260955454
"79",8.85458474710066
"80",8.85480602476729
"81",8.85674861801922
"82",8.84685777720662
"83",8.85415219003603
"84",8.79042767683405
"85",8.82868910998862
"86",8.81998993473325
"87",8.85055923609737
"88",8.83868528003805
"89",8.85572962555459
"90",8.84419090919994
"91",8.84802997630674
"92",8.84469401756231
"93",8.8436639955522
"94",8.85532231140378
"95",8.78324966749977
"96",8.82879760909757
"97",8.84670912925904
"98",8.8509307192172
"99",8.83639203689954
"100",8.74350585899858
"101",8.83622794515098
"102",8.85339980056072
"103",8.7427679018283
"104",8.81518978331814
"105",8.85365912813213
"106",8.78088956568015
"107",8.85480010569303
"108",8.85673080485805
"109",8.85385646893613
"110",8.85476352205514
"111",8.82517882684385
"112",8.82305292742694
"113",8.83329064894159
"114",8.85444485777922
"115",8.8014990798649
"116",8.84645638885217
"117",8.85072185954646
"118",8.84879121018519
"119",8.83921826283557
"120",8.85573130634106
"121",8.85504312400972
"122",8.85601289856812
"123",8.84576904999985
"124",8.79823468462282
"125",8.84043613207611
"126",8.84246975814657
"127",8.77561754545424
"128",8.81540500545795
"129",8.8457115859729
"130",8.83187289924614
"131",8.81309686637863
"132",8.85618210546262
"133",8.85171202646723
"134",8.8567510956177
"135",8.84095392047174
"136",8.8549003802239
"137",8.84824478675738
"138",8.83868509901253
"139",8.8563517614936
"140",8.82713600983628
"141",8.85649043704235
"142",8.85672307829
"143",8.85073784743992
"144",8.84208279870154
"145",8.85294529419899
"146",8.85614122682338
"147",8.84183464008171
"148",8.84001257744186
"149",8.84788587569343
"150",8.85004930138433
"151",8.84510710003707
"152",8.84753905680786
"153",8.83133445119272
"154",8.85206784671476
"155",8.85665321708491
"156",8.80990580703864
"157",8.83428287236824
"158",8.85151812070341
"159",8.83666250005455
"160",8.84693160153124
"161",8.83972059393889
"162",8.85571382942265
"163",8.82221950589869
"164",8.83488018339377
"165",8.85349549416069
"166",8.82143578091894
"167",8.79034525872333
"168",8.81238628755326
"169",8.84212024005637
"170",8.85400883557505
"171",8.85672257904834
"172",8.85260090571168
"173",8.8548951505044
"174",8.85099671536879
"175",8.85438426584009
"176",8.8259867491434
"177",8.85673880081887
"178",8.84021868671488
"179",8.84001348925684
"180",8.85657118364678
"181",8.84843388156998
"182",8.7775267785883
"183",8.85637340472557
"184",8.85584620605426
"185",8.85506326975151
"186",8.85239487487106
"187",8.85664212486771
"188",8.84089714633256
"189",8.85646453487722
"190",8.8470245343095
"191",8.8496773256783
"192",8.8537329914917
"193",8.85592057818279
"194",8.84260312376129
"195",8.85377669534567
"196",8.84882218269295
"197",8.82367503044311
"198",8.79905854580374
"199",8.82438653714778
"200",8.84790192784372
"201",8.8500926108225
"202",8.77417474173103
"203",8.84319863538524
"204",8.85318181602558
"205",8.8196692563725
"206",8.84427029653066
"207",8.85319286330576
"208",8.85365192467055
"209",8.85267019216446
"210",8.84492181267768
"211",8.83013002584866
"212",8.85465210586297
"213",8.85592144022954
"214",8.84822084227928
"215",8.83443704294307
"216",8.85653456629901
"217",8.84621390245611
"218",8.85613898877513
"219",8.80577569379212
"220",8.84010728199743
"221",8.85617197548386
"222",8.85656725762052
"223",8.83861101722314
"224",8.85659329439532
"225",8.81787257912049
"226",8.85614944763692
"227",8.81928018380522
"228",8.84799744892708
