"","max_fitness"
"1",9.56571115010862
"2",9.27235513570682
"3",9.41408450971798
"4",9.10513913501025
"5",9.39335875988092
"6",8.56839198816705
"7",9.35958612030534
"8",9.54487564244215
"9",9.30397525277874
"10",9.44495785956639
"11",9.5714818040245
"12",9.38952812233386
"13",9.53033575513562
"14",8.97119006886174
"15",9.39474222703373
"16",9.57107245774837
"17",9.32819003665571
"18",9.25955884522922
"19",9.45775068040288
"20",9.57082172645674
"21",9.29650611554637
"22",9.2611606226929
"23",9.52499719345328
"24",9.39679031826791
"25",9.41106809978676
"26",9.56456806951914
"27",9.57108306102158
"28",9.26589252204467
"29",9.5541270240199
"30",9.33108711889572
"31",9.1202142212489
"32",8.87457280930368
"33",9.57066721324143
"34",7.5273472337733
"35",9.55833531724343
"36",9.43749051907693
"37",8.68418302253698
"38",9.56248745126578
"39",9.53951429024747
"40",9.4354870036009
"41",9.21772627246542
"42",9.44978087939641
"43",9.40684940159747
"44",9.23117551528173
"45",9.36830816442319
"46",9.5290033954402
"47",9.46056039057352
"48",9.55859092993348
"49",9.56656655380229
"50",9.24950581178873
"51",9.57017853788604
"52",9.37247688448383
"53",8.57304167549671
"54",9.37534380055199
"55",9.51183107482881
"56",9.5607455238304
"57",9.44474350881925
"58",9.47224862928806
"59",9.38394281020506
"60",9.43589981593874
"61",9.56826124750663
"62",9.27897915903108
"63",9.01610198350575
"64",8.58903298800019
"65",9.38825302288515
"66",9.53489462973167
"67",9.21284903196253
"68",9.53296606863882
"69",9.55430660122059
"70",8.99102100128924
"71",9.17879881050364
"72",9.41458332179856
"73",9.44474538926724
"74",9.57142515927467
"75",9.53059671673831
"76",9.48692208385937
"77",9.55520772247404
"78",9.45720053941438
"79",9.5658963178005
"80",9.56710484405409
"81",9.56341328864932
"82",9.50949010183923
"83",9.48196078333283
"84",8.05409490050036
"85",8.91210525228971
"86",8.7177574759712
"87",9.39857854764781
"88",9.44869388878519
"89",9.57096535300685
"90",9.25647020576611
"91",9.3418169466691
"92",9.26762970416236
"93",9.24478663170803
"94",9.51135679216734
"95",7.89245828364554
"96",8.91451431986588
"97",9.31239100105377
"98",9.54065876834538
"99",9.08350757736831
"100",9.06172216434035
"101",9.07985916010776
"102",9.46397025712356
"103",6.97457458993219
"104",9.30484697693316
"105",9.56020562085769
"106",7.83927361605823
"107",9.49794994609864
"108",9.56527187936809
"109",9.47482819098553
"110",9.49702607151088
"111",8.83376903801399
"112",9.34789738635783
"113",9.01458195944246
"114",9.48910764796702
"115",8.30305357313046
"116",9.30677297813669
"117",9.53908409539248
"118",9.35882741376839
"119",9.14623688417697
"120",9.57097030259761
"121",9.5041145066548
"122",9.57145992188205
"123",9.50115571181779
"124",9.2264411293712
"125",9.17324724460939
"126",9.21831161867384
"127",7.72032071547562
"128",8.61508793816579
"129",9.50071545791276
"130",8.98304435447929
"131",8.56336271828022
"132",9.53569479545466
"133",9.42478949088852
"134",9.56190843401652
"135",9.46508257842743
"136",9.50048174639559
"137",9.34660996132496
"138",9.13440512288927
"139",9.57105687061547
"140",9.37219211394149
"141",9.57026028483662
"142",9.55791767317771
"143",9.53920670823913
"144",9.20975088960305
"145",9.45326870557131
"146",9.53441452198295
"147",9.20424726726697
"148",9.45822788676267
"149",9.51739147020269
"150",9.38706854437032
"151",9.49611010285436
"152",9.51472799501114
"153",8.97105357114387
"154",9.43294485370599
"155",9.56807395371395
"156",8.49178590992842
"157",9.03663880341983
"158",9.54505099053091
"159",9.08951067021022
