"","id","id_b","label","label_b","fitness","par1","par2","par3","par4","par5"
"1","G_log","Ig_none","G log","Ig",9.51502233162068,-0.284250171847184,1.45705995713866,0.788722959481916,-0.614324486807472,0.132973944350329
