"","id","id_b","label","label_b","fitness","par1","par2","par3","par4","par5"
"1","R_log","I+Ig_log","R log","I+Ig log",2.6913129145397e-05,0.952387851889956,0.520494250154804,0.516428426483343,0.344914780749292,0.383789004337331
