"","id","fitness_si"
"1","G_log",10.9890755626989
"2","G_none",9.62313906742314
"3","I_log",11.1300686978125
"4","I_none",9.34819771052366
"5","I+Ig_log",11.2058692676398
"6","I+Ig_none",9.74526943285488
"7","Ig_log",11.1165359589
"8","Ig_none",9.62706743378832
"9","R_log",9.96097455171471
"10","R_none",10.3769727146891
