,id,cue,fitness,par1,par2,par3,par4,par5,par6,par7,par8,par9,default
1,R_none-I_log,R + I,8.591865693,-8.07268437,-438.4797066,86.18689616,122.5495775,-247.3803348,29.7434102,-27.21307557,-25.24813659,-80.76268812,FALSE
