,id,cue,fitness,par1,par2,par3,par4,par5,par6,par7,par8,par9,default
1,R_log-I+Ig_log,R + I+Ig,7.104258032,-5.657965527,-490.0765134,-1000.227569,59.40506,-257.2885926,-199.0574265,69.65548424,-21.64362294,-42.15440912,FALSE
