,id,cue,fitness,par1,par2,par3,par4,par5,par6,par7,par8,par9,default
1,R_none-I_log,R + I,9.623034722,-9.673188895,-439.9146024,86.19907743,119.3775704,-244.3490236,33.59767564,-29.00099807,-24.25996756,-86.35456955,FALSE
