"","id","cue","log","beta","fitness","par1","par2","par3","par4","default"
"1","I+Ig_log","I+Ig","log10",5.53,9.37641273239561,3.62425535728014,4.15946853765543,-13.3777420381315,2.47039717819212,TRUE
