,id,cue,fitness,par1,par2,par3,par4,par5,par6,par7,par8,par9,default
1,R_none-I+Ig_log,R + I+Ig,7.133499916,8.811049017,18.96897342,-3.601254387,39.93512482,-23.74446521,2.165427954,61.29109634,-0.920626341,2.545701241,TRUE
