,id,cue,fitness,par1,par2,par3,par4,par5,par6,par7,par8,par9,default
1,R_none-I_log,R + I,10.15007547,11.53237618,-17.8315828,-2.116619971,45.92803666,-12.50630727,-15.15191888,57.03440185,-13.76699603,22.82431967,TRUE
