,id,cue,fitness,par1,par2,par3,par4,par5,par6,par7,par8,par9,default,log,beta
1,R_log-I_log,R log & I log,10.21081203,7.091916502,11.59938555,19.21914492,14.56644712,-11.03495523,-20.55851316,48.20936684,-7.26335667,15.86583467,TRUE,log10,6.08
