"","id","cue","log","beta","fitness","par1","par2","par3","par4","default"
"1","I+Ig_none","I+Ig","none",6.08,9.15963528492057,0.225932615100486,-46.1109309082574,1250.75288437533,-6.19816558422425,FALSE
