"","id","cue","log","beta","fitness","par1","par2","par3","par4","default"
"1","I+Ig_log","I+Ig","log10",5.53,9.37643002370652,3.64679317753269,4.23336034511104,-13.5053866253864,2.51949449751456,FALSE
