,id,cue,fitness,par1,par2,par3,par4,par5,par6,par7,par8,par9,default
1,R_log-I+Ig_log,R + I+Ig,8.517836347,6.638096378,9.568452231,1.927848881,17.94940892,-9.209553258,-16.86817489,50.71209669,-5.152899213,6.060315104,TRUE
