"","id","id_b","label","label_b","fitness","par1","par2","par3","par4","par5","par6","par7","par8","par9"
"1","R_log","I_log","R log","I log",9.88078104730519,6.87506664907614,1.74612114454131,0.678992032744405,25.2723533278878,-29.3979323913463,-15.1044929912317,43.5303092037997,-7.66465826115723,11.6453495479617
