"","max_fitness"
"1",8.33095773236993
"2",9.23802798080284
"3",7.14582340802246
"4",7.36749793863365
"5",8.92694423112146
"6",8.07699801288276
"7",4.74497251517013
"8",8.81519047972872
"9",6.6271668891973
"10",5.75785509806334
"11",5.25831371022639
"12",9.26311108847868
"13",8.48637580905791
"14",5.470230715676
"15",8.00473498620822
"16",8.67102073725837
"17",8.0354825388327
"18",7.61463817845339
"19",9.22747402773841
"20",4.64881122974649
"21",5.97319958998292
"22",5.40113173775394
"23",8.41186573834776
"24",8.60744061877671
"25",7.78101292022672
"26",6.96359035876857
"27",9.59497383434087
"28",7.36382996643305
"29",7.76917350775257
"30",8.25456666272794
"31",7.99731401209315
"32",4.97678422090707
"33",7.36437820685533
"34",3.00373385428765
"35",7.2502406828415
"36",6.50232584257998
"37",6.54380975208653
"38",9.57609104055368
"39",6.29830886800072
"40",5.30315232315638
"41",7.06299016968554
"42",8.69143264435305
"43",6.09089577634909
"44",7.64351876218418
"45",9.3208625754064
"46",9.35937327054548
"47",7.63413651337037
"48",10.1027179703583
"49",8.51028782503907
"50",6.97732761522188
"51",8.56283843632675
"52",6.14639991703765
"53",8.64669737357053
"54",9.25121687095807
"55",8.53158092347743
"56",6.05320631993212
"57",9.12095491888988
"58",7.01045642887149
"59",7.93540624541158
"60",8.90051779105694
"61",5.5742406764701
"62",6.90941033131821
"63",7.86029074277007
"64",6.02013515067226
"65",4.50706650205846
"66",8.89820615234223
"67",9.22014983673943
"68",8.04363797173642
"69",6.71957511753367
"70",10.0342500323219
"71",5.44169459977035
"72",7.04751588926778
"73",5.67691881050389
"74",6.60899516000185
"75",7.84683708984391
"76",9.26230954363225
"77",7.12183852166734
"78",8.84635918994353
"79",7.3046237139915
"80",7.66552704902525
"81",6.78970486959106
"82",8.6544720072842
"83",6.01527423000667
"84",7.34750409681108
"85",8.11348203738187
"86",4.16948677720138
"87",8.04847525018154
"88",5.52797148527246
"89",8.48132502161844
"90",4.30330915612678
"91",4.50646965577227
"92",9.47995534047146
"93",10.0319754329101
"94",7.272770362585
"95",5.86388426079474
"96",8.64542472258545
"97",7.09551926892268
"98",9.1869622934607
"99",5.58833376387232
"100",8.50569507963133
"101",8.86856406887624
"102",4.26054078083474
"103",7.88833427451754
"104",6.718472976204
"105",9.69031359125626
"106",6.28967439782863
"107",9.46285441574118
"108",8.81005007917698
"109",8.02370130715011
"110",7.39144566631317
"111",8.25790940114719
"112",6.27288697999679
"113",4.92258784298454
"114",8.55679699262805
"115",6.81168957966201
"116",7.85953415349602
"117",7.17586707142253
"118",9.92189815358245
"119",6.23815480172212
"120",8.79662007730889
"121",7.01793079578141
"122",7.46670839729251
"123",8.71643131886509
"124",6.91336358907383
"125",5.01137257834484
"126",8.96215563872794
"127",5.87170106828145
"128",9.62994339095941
"129",6.59744270338176
"130",7.52361633853285
"131",8.14446283490602
"132",7.09563154113799
"133",8.47626672470864
"134",5.03420067276459
"135",9.52339316991731
"136",6.04804756895028
"137",6.97868525601597
"138",8.6343593057671
"139",6.97632921343167
"140",9.25101044589671
"141",9.54012652052934
"142",7.18003783670208
"143",8.23256147663741
"144",6.35382138292347
"145",9.11242576959222
"146",6.19006935150472
"147",9.29910874305491
"148",9.20455728142104
"149",6.18357326713224
"150",5.94359836559797
"151",4.67927315656757
"152",6.93911588450342
"153",6.53521928432816
"154",7.98998383644915
"155",7.87634083050864
"156",6.69312977198571
"157",5.39061854222604
"158",7.14162600516615
"159",5.68530939253089
"160",9.6767823081945
"161",6.31192186691173
"162",8.06696261766655
"163",1.6587544974511
"164",6.57048274908652
"165",6.52099618613019
"166",3.38967180480158
"167",7.85997700493896
"168",9.63463912868927
"169",7.99589787146229
"170",9.44741845474283
"171",7.65758567814456
"172",6.08743195883252
"173",6.04966449882826
"174",5.41513021517221
"175",6.66687179506014
"176",5.67753980949636
"177",9.57352794797935
"178",5.15670917693921
"179",8.04768294163746
"180",8.6750560499394
"181",8.68127711055945
"182",9.35700629840833
"183",6.48315575184389
"184",8.56399110156197
"185",5.44117141847411
"186",6.82998300696833
"187",5.35841229075309
"188",9.44300408981855
"189",5.55354989715996
"190",7.92097512094378
"191",4.80546231415737
"192",9.36874885064603
"193",5.66471108257651
"194",9.28422894670477
"195",6.05849091219951
"196",8.54290038656694
"197",9.44454323309283
"198",7.72885423192304
"199",4.83467718275465
"200",8.61381882008113
"201",5.00216580785737
"202",6.8525884130917
"203",6.2103113695778
"204",5.84481389979623
"205",7.42325691202961
"206",7.75874928767995
"207",7.80262842050665
"208",8.35298562149819
"209",9.57050171175047
"210",6.18705913182766
"211",7.65214175874379
"212",7.78081860576441
"213",9.40343562483985
"214",8.48211522310434
"215",4.69049679769514
"216",8.69796510685649
"217",8.8383480888899
"218",7.12137525371873
"219",9.66074516061008
"220",5.73736472733039
"221",4.87528635768493
"222",9.35380291875556
"223",7.44705023548405
"224",7.29488226341385
"225",4.18322783793676
"226",9.42366137513145
"227",4.6981023075706
"228",7.55269914518788
"229",7.90364165330173
"230",9.3171264961331
"231",5.79070539823397
