"","V1","label"
"447","2.68842487719066","Total asexual iRBC"
"448","2.52061420766985","Total asexual iRBC"
"449","2.86833817117079","Total asexual iRBC"
"450","4.6897215436765","Total asexual iRBC"
"451","2.19863453946145","Total asexual iRBC"
"452","1.86882705022065","Total asexual iRBC"
"453","1.87567317872964","Total asexual iRBC"
"454","1.96565845281247","Total asexual iRBC"
"455","4.74322662363038","Total asexual iRBC"
"456","4.64290198705909","Total asexual iRBC"
"457","2.36766753384999","Total asexual iRBC"
"458","4.30768089996107","Total asexual iRBC"
"459","4.69540076234606","Total asexual iRBC"
"460","4.76160019828909","Total asexual iRBC"
"461","4.50629081068711","Total asexual iRBC"
"462","2.77438434681787","Total asexual iRBC"
"463","4.72890610285298","Total asexual iRBC"
"464","4.75447285842556","Total asexual iRBC"
"465","4.38232742457155","Total asexual iRBC"
"466","4.69832622279722","Total asexual iRBC"
"467","2.9600923080453","Total asexual iRBC"
"468","1.41028770941256","Total asexual iRBC"
"469","2.79167177499083","Total asexual iRBC"
"470","4.65781801057494","Total asexual iRBC"
"471","3.21374832786095","Total asexual iRBC"
"472","2.45537186532782","Total asexual iRBC"
"473","2.18212207007027","Total asexual iRBC"
"474","4.67459719590165","Total asexual iRBC"
"475","2.15507387113332","Total asexual iRBC"
"476","4.15908396470825","Total asexual iRBC"
"477","4.566723946237","Total asexual iRBC"
"478","4.65314363525242","Total asexual iRBC"
"479","2.27988463655622","Total asexual iRBC"
"480","4.53397163912962","Total asexual iRBC"
"481","3.68219755305354","Total asexual iRBC"
"482","2.4800951601949","Total asexual iRBC"
"483","3.92740063589161","Total asexual iRBC"
"484","1.9941276227856","Total asexual iRBC"
"485","4.32936061233007","Total asexual iRBC"
"486","4.38857713227649","Total asexual iRBC"
"487","2.86020648505684","Total asexual iRBC"
"488","2.12444951350801","Total asexual iRBC"
"489","3.88705594115888","Total asexual iRBC"
"490","4.76143030261984","Total asexual iRBC"
"491","3.10218672337094","Total asexual iRBC"
"492","3.94562643099351","Total asexual iRBC"
"493","2.69452857571957","Total asexual iRBC"
"494","1.77967366706565","Total asexual iRBC"
"495","4.44949263436667","Total asexual iRBC"
"496","1.9260345531288","Total asexual iRBC"
"497","4.59765724522202","Total asexual iRBC"
"498","4.68402265106566","Total asexual iRBC"
"499","4.57905977034686","Total asexual iRBC"
"500","4.37349890790175","Total asexual iRBC"
"501","4.76409209835047","Total asexual iRBC"
"502","2.89120072395896","Total asexual iRBC"
"503","2.36870757157961","Total asexual iRBC"
"504","2.05051109497018","Total asexual iRBC"
"505","2.18227207067536","Total asexual iRBC"
"506","4.65539958395798","Total asexual iRBC"
"507","3.35481107946938","Total asexual iRBC"
"508","2.32355985319599","Total asexual iRBC"
"509","4.75143589748945","Total asexual iRBC"
"510","1.99631888043854","Total asexual iRBC"
"511","4.73225992356527","Total asexual iRBC"
"512","4.65294719613519","Total asexual iRBC"
"513","4.70690433576134","Total asexual iRBC"
"514","3.95986879087226","Total asexual iRBC"
"515","2.20676500095183","Total asexual iRBC"
"516","3.67785612064353","Total asexual iRBC"
"517","4.34294577484471","Total asexual iRBC"
"518","1.90758391409651","Total asexual iRBC"
"519","2.15921546182545","Total asexual iRBC"
"520","4.73585147110877","Total asexual iRBC"
"521","2.48611267698784","Total asexual iRBC"
"522","4.64403985202361","Total asexual iRBC"
"523","4.54855565474227","Total asexual iRBC"
"524","4.58779977037312","Total asexual iRBC"
"525","2.79233993595281","Total asexual iRBC"
"526","4.7164672128743","Total asexual iRBC"
"527","1.88689407412972","Total asexual iRBC"
"528","4.74770212950082","Total asexual iRBC"
"529","2.8462960586578","Total asexual iRBC"
"530","4.52518552844289","Total asexual iRBC"
"531","4.75661521902175","Total asexual iRBC"
"532","2.83390359224377","Total asexual iRBC"
"533","1.85215105593666","Total asexual iRBC"
"534","4.3744143150594","Total asexual iRBC"
"535","3.28570706914353","Total asexual iRBC"
"536","3.36148964331258","Total asexual iRBC"
"537","2.8938169552371","Total asexual iRBC"
"538","4.68583809522038","Total asexual iRBC"
"539","2.05244943261583","Total asexual iRBC"
"540","1.91217312536783","Total asexual iRBC"
"541","2.40986358594248","Total asexual iRBC"
"542","3.67453877860732","Total asexual iRBC"
"543","2.11685582458111","Total asexual iRBC"
"544","4.157824167494","Total asexual iRBC"
"545","4.7652867733379","Total asexual iRBC"
"546","4.3162914394987","Total asexual iRBC"
"547","2.34757437836201","Total asexual iRBC"
"548","4.7158515705939","Total asexual iRBC"
"549","2.85387590698319","Total asexual iRBC"
"550","3.85436686337725","Total asexual iRBC"
"551","4.70764628965348","Total asexual iRBC"
"552","4.72571893708715","Total asexual iRBC"
"553","4.48051613162313","Total asexual iRBC"
"554","4.14570834374569","Total asexual iRBC"
"555","3.80661230071378","Total asexual iRBC"
"556","1.89948269420075","Total asexual iRBC"
"557","2.33611651261219","Total asexual iRBC"
"558","1.86874596735356","Total asexual iRBC"
"559","4.44997952384212","Total asexual iRBC"
"560","4.16895991033433","Total asexual iRBC"
"561","4.71680778285439","Total asexual iRBC"
"562","2.05656897799786","Total asexual iRBC"
"563","3.50541892822586","Total asexual iRBC"
"564","1.93576892989286","Total asexual iRBC"
"565","2.77645566858961","Total asexual iRBC"
"566","2.87025921788","Total asexual iRBC"
"567","4.54201252519249","Total asexual iRBC"
"568","2.57679892174363","Total asexual iRBC"
"569","1.83639156341607","Total asexual iRBC"
"570","2.79603588695841","Total asexual iRBC"
"571","4.26092235637356","Total asexual iRBC"
"572","4.71828728526091","Total asexual iRBC"
"573","1.93497509876644","Total asexual iRBC"
"574","2.65185818792793","Total asexual iRBC"
"575","4.55041038598627","Total asexual iRBC"
"576","4.75425486792041","Total asexual iRBC"
"577","4.17342624036051","Total asexual iRBC"
"578","4.67158248197959","Total asexual iRBC"
"579","4.75448379689891","Total asexual iRBC"
"580","3.61674665541729","Total asexual iRBC"
"581","3.027602848956","Total asexual iRBC"
"582","4.70876798798164","Total asexual iRBC"
"583","2.52061645644076","Total asexual iRBC"
"584","4.31520722017599","Total asexual iRBC"
"585","3.62341735960717","Total asexual iRBC"
"586","4.64739756463302","Total asexual iRBC"
"587","2.3574064276079","Total asexual iRBC"
"588","4.57027977791371","Total asexual iRBC"
"589","2.05443152138389","Total asexual iRBC"
"590","4.72385097846587","Total asexual iRBC"
"591","4.76592446924788","Total asexual iRBC"
"592","2.599820278613","Total asexual iRBC"
"593","4.53926150240922","Total asexual iRBC"
"594","2.14951702241244","Total asexual iRBC"
"595","4.348735509367","Total asexual iRBC"
"596","4.65756302152261","Total asexual iRBC"
"597","3.12286015980357","Total asexual iRBC"
"598","4.75065458180377","Total asexual iRBC"
"599","2.20964381357738","Total asexual iRBC"
"600","2.09467824471034","Total asexual iRBC"
"601","1.59892521460363","Total asexual iRBC"
"602","2.82875859199552","Total asexual iRBC"
"603","3.24508980137773","Total asexual iRBC"
"604","4.25581995617343","Total asexual iRBC"
"605","4.56411335018655","Total asexual iRBC"
"606","2.48238034358682","Total asexual iRBC"
"607","4.75915504552146","Total asexual iRBC"
"608","3.9005941897104","Total asexual iRBC"
"609","2.56264599314116","Total asexual iRBC"
"610","2.71133814146582","Total asexual iRBC"
"611","2.03054601842788","Total asexual iRBC"
"612","1.77481036392837","Total asexual iRBC"
"613","3.89980875510253","Total asexual iRBC"
"614","2.76928695454423","Total asexual iRBC"
"615","4.75571418099192","Total asexual iRBC"
"616","1.92221936333712","Total asexual iRBC"
"617","2.86928671351089","Total asexual iRBC"
"618","1.99546816187423","Total asexual iRBC"
"619","4.42935228164078","Total asexual iRBC"
"620","4.56952016489215","Total asexual iRBC"
"621","2.40002583557729","Total asexual iRBC"
"622","1.92420935768022","Total asexual iRBC"
"623","2.11566577497779","Total asexual iRBC"
"624","3.96052958244479","Total asexual iRBC"
"625","4.64238952156447","Total asexual iRBC"
"626","4.584655544807","Total asexual iRBC"
"627","4.64048673567735","Total asexual iRBC"
"628","3.73979422266736","Total asexual iRBC"
"629","2.56324560123837","Total asexual iRBC"
"630","3.26097496884289","Total asexual iRBC"
"631","4.76567226089359","Total asexual iRBC"
"632","4.7641435562228","Total asexual iRBC"
"633","2.84777749193408","Total asexual iRBC"
"634","3.41766907862466","Total asexual iRBC"
"635","4.69653497348717","Total asexual iRBC"
